# i, j, E_i, E_j
1.100000000000000000e+01 2.800000000000000000e+01 -3.886322058402834866e-04 7.986755748255725505e-05
1.100000000000000000e+01 2.900000000000000000e+01 -3.686558335809283094e-04 1.007359188644190318e-04
1.100000000000000000e+01 3.000000000000000000e+01 -3.453325173663373323e-04 1.178192199792938051e-04
1.100000000000000000e+01 3.100000000000000000e+01 -3.199406339046762578e-04 1.309935470059971768e-04
1.100000000000000000e+01 3.200000000000000000e+01 -2.935466846445526374e-04 1.404226089057427403e-04
1.100000000000000000e+01 3.300000000000000000e+01 -2.671027152892613797e-04 1.464846155622020162e-04
1.100000000000000000e+01 3.400000000000000000e+01 -2.412617839255223624e-04 1.496464288291488639e-04
1.100000000000000000e+01 3.500000000000000000e+01 -2.165352136177498043e-04 1.504542035642458158e-04
1.100000000000000000e+01 3.600000000000000000e+01 -1.931908332882737627e-04 1.494234052183992904e-04
1.100000000000000000e+01 3.700000000000000000e+01 -1.714040367315568161e-04 1.470498143737450965e-04
1.100000000000000000e+01 3.800000000000000000e+01 -1.511889454626241152e-04 1.437340924259734127e-04
1.100000000000000000e+01 3.900000000000000000e+01 -1.325265521408945267e-04 1.398552505986193654e-04
1.100000000000000000e+01 4.000000000000000000e+01 -1.153035009766571620e-04 1.357054199921692056e-04
1.100000000000000000e+01 4.100000000000000000e+01 -9.941029600517276412e-05 1.315317882177296908e-04
1.100000000000000000e+01 4.200000000000000000e+01 -8.468666543379470453e-05 1.275018334577045155e-04
1.100000000000000000e+01 4.300000000000000000e+01 -7.099607173062695434e-05 1.237777885499460342e-04
1.100000000000000000e+01 4.400000000000000000e+01 -5.817243310640517586e-05 1.204521212009122941e-04
1.100000000000000000e+01 4.500000000000000000e+01 -4.607436105575436541e-05 1.176116325471014451e-04
1.100000000000000000e+01 4.600000000000000000e+01 -3.454501817159457517e-05 1.152208335537959177e-04
1.100000000000000000e+01 4.700000000000000000e+01 -2.343462212913386019e-05 1.125752005831122523e-04
1.100000000000000000e+01 4.800000000000000000e+01 -1.245124547494011160e-05 1.232745091134269662e-04
1.100000000000000000e+01 4.900000000000000000e+01 -0.000000000000000000e+00 1.355537085669617859e-04
1.200000000000000000e+01 0.000000000000000000e+00 -0.000000000000000000e+00 -1.360144201663246412e-04
1.200000000000000000e+01 1.000000000000000000e+00 -1.110750418507625096e-05 -1.237543005090748806e-04
1.200000000000000000e+01 2.000000000000000000e+00 -2.092195459321202473e-05 -1.131969767198842301e-04
1.200000000000000000e+01 3.000000000000000000e+00 -3.088038692619711240e-05 -1.161452192963351670e-04
1.200000000000000000e+01 4.000000000000000000e+00 -4.126328264014806290e-05 -1.189680612485826793e-04
1.200000000000000000e+01 5.000000000000000000e+00 -5.222332163204836467e-05 -1.223877511370601088e-04
1.200000000000000000e+01 6.000000000000000000e+00 -6.392808335767573074e-05 -1.264679693128733552e-04
1.200000000000000000e+01 7.000000000000000000e+00 -7.654017358929945166e-05 -1.311514915196865293e-04
1.200000000000000000e+01 8.000000000000000000e+00 -9.024927372423173976e-05 -1.363817501787290671e-04
1.200000000000000000e+01 9.000000000000000000e+00 -1.052379836438125564e-04 -1.420361873588255096e-04
1.200000000000000000e+01 1.000000000000000000e+01 -1.217182790443586266e-04 -1.479924094268619903e-04
1.200000000000000000e+01 1.100000000000000000e+01 -1.398819881840387318e-04 -1.540453293376065633e-04
1.200000000000000000e+01 1.200000000000000000e+01 -1.599424241856477018e-04 -1.599422472458558904e-04
1.200000000000000000e+01 1.300000000000000000e+01 -1.820523472421050086e-04 -1.653261348354707330e-04
1.200000000000000000e+01 1.400000000000000000e+01 -2.063577035084099504e-04 -1.697991257851834759e-04
1.200000000000000000e+01 1.500000000000000000e+01 -2.328833692130633610e-04 -1.728201012402445563e-04
1.200000000000000000e+01 1.600000000000000000e+01 -2.615621681006567809e-04 -1.737773963892774807e-04
1.200000000000000000e+01 1.700000000000000000e+01 -2.921074682819160655e-04 -1.719424413181348289e-04
1.200000000000000000e+01 1.800000000000000000e+01 -3.240306003893197485e-04 -1.665751140926821031e-04
1.200000000000000000e+01 1.900000000000000000e+01 -3.564883982461585638e-04 -1.569157736257861379e-04
1.200000000000000000e+01 2.000000000000000000e+01 -3.883478704546064388e-04 -1.423422629795176655e-04
1.200000000000000000e+01 2.100000000000000000e+01 -4.180853476665972318e-04 -1.224787887823012775e-04
1.200000000000000000e+01 2.200000000000000000e+01 -4.439791392588893042e-04 -9.736494897865191102e-05
1.200000000000000000e+01 2.300000000000000000e+01 -4.641709881335529236e-04 -6.754198552251099337e-05
1.200000000000000000e+01 2.400000000000000000e+01 -4.770450091874456691e-04 -3.414334645235913950e-05
1.200000000000000000e+01 2.500000000000000000e+01 -4.814117976174219285e-04 1.201858350897890698e-06
1.200000000000000000e+01 2.600000000000000000e+01 -4.768811365298730905e-04 3.655258492046256809e-05
1.200000000000000000e+01 2.700000000000000000e+01 -4.638426256956774615e-04 6.997648789483306396e-05
1.200000000000000000e+01 2.800000000000000000e+01 -4.434826361491939033e-04 9.985175143960452714e-05
1.200000000000000000e+01 2.900000000000000000e+01 -4.174158307494602992e-04 1.250351888120214763e-04
1.200000000000000000e+01 3.000000000000000000e+01 -3.874990850904261579e-04 1.449840225474560013e-04
1.200000000000000000e+01 3.100000000000000000e+01 -3.554530987438611102e-04 1.596653060881023708e-04
1.200000000000000000e+01 3.200000000000000000e+01 -3.227984213946893336e-04 1.694581695728611132e-04
1.200000000000000000e+01 3.300000000000000000e+01 -2.906682200520386596e-04 1.749770731445555050e-04
1.200000000000000000e+01 3.400000000000000000e+01 -2.598991091226504364e-04 1.769866039571920541e-04
1.200000000000000000e+01 3.500000000000000000e+01 -2.309809485610621500e-04 1.762313186301703175e-04
1.200000000000000000e+01 3.600000000000000000e+01 -2.041975590048352969e-04 1.734405546284720212e-04
1.200000000000000000e+01 3.700000000000000000e+01 -1.796125610067104885e-04 1.692236012282123192e-04
1.200000000000000000e+01 3.800000000000000000e+01 -1.571972858212291853e-04 1.641180169919551415e-04
1.200000000000000000e+01 3.900000000000000000e+01 -1.368049020369036407e-04 1.585311533277493183e-04
1.200000000000000000e+01 4.000000000000000000e+01 -1.182745412922011925e-04 1.528358065262081606e-04
1.200000000000000000e+01 4.100000000000000000e+01 -1.013910558617098895e-04 1.472645867253546395e-04
1.200000000000000000e+01 4.200000000000000000e+01 -8.595578626159188504e-05 1.420256772100623836e-04
1.200000000000000000e+01 4.300000000000000000e+01 -7.175133131189230691e-05 1.372592618634627527e-04
1.200000000000000000e+01 4.400000000000000000e+01 -5.858894263294862816e-05 1.330766403487459093e-04
1.200000000000000000e+01 4.500000000000000000e+01 -4.626686339914609018e-05 1.295445530261082976e-04
1.200000000000000000e+01 4.600000000000000000e+01 -3.461903719993321264e-05 1.268235499727818360e-04
1.200000000000000000e+01 4.700000000000000000e+01 -2.348348237781244991e-05 1.257741684219162168e-04
1.200000000000000000e+01 4.800000000000000000e+01 -1.285221079984087190e-05 1.348054407778195927e-04
1.200000000000000000e+01 4.900000000000000000e+01 -0.000000000000000000e+00 1.437218939393062071e-04
1.300000000000000000e+01 0.000000000000000000e+00 -0.000000000000000000e+00 -1.427549500079484566e-04
1.300000000000000000e+01 1.000000000000000000e+00 -1.132018021132499548e-05 -1.339636196165663797e-04
1.300000000000000000e+01 2.000000000000000000e+00 -2.069946978760885191e-05 -1.251790077372564214e-04
1.300000000000000000e+01 3.000000000000000000e+00 -3.055160142237443952e-05 -1.265311565088418687e-04
1.300000000000000000e+01 4.000000000000000000e+00 -4.090131496189243010e-05 -1.296804769768107959e-04
1.300000000000000000e+01 5.000000000000000000e+00 -5.191019209675637154e-05 -1.337959576898820166e-04
1.300000000000000000e+01 6.000000000000000000e+00 -6.375609848073533021e-05 -1.387510512171998608e-04
1.300000000000000000e+01 7.000000000000000000e+00 -7.664901724268945822e-05 -1.445158530642728749e-04
1.300000000000000000e+01 8.000000000000000000e+00 -9.080418366232145561e-05 -1.510268705275917577e-04
1.300000000000000000e+01 9.000000000000000000e+00 -1.064771956336649792e-04 -1.582022137552370087e-04
1.300000000000000000e+01 1.000000000000000000e+01 -1.239255856035035045e-04 -1.658959864197847179e-04
1.300000000000000000e+01 1.100000000000000000e+01 -1.434487953966408170e-04 -1.739482375116081954e-04
1.300000000000000000e+01 1.200000000000000000e+01 -1.653263422188328436e-04 -1.820521927358826307e-04
1.300000000000000000e+01 1.300000000000000000e+01 -1.898643613376233257e-04 -1.898638552058987952e-04
1.300000000000000000e+01 1.400000000000000000e+01 -2.173067881171738538e-04 -1.968869802750018629e-04
1.300000000000000000e+01 1.500000000000000000e+01 -2.478434496355683397e-04 -2.024997593300444532e-04
1.300000000000000000e+01 1.600000000000000000e+01 -2.815168275088388971e-04 -2.058954974786995039e-04
1.300000000000000000e+01 1.700000000000000000e+01 -3.181576263394216356e-04 -2.061406237470677239e-04
1.300000000000000000e+01 1.800000000000000000e+01 -3.572778906364639136e-04 -2.021340714741636912e-04
1.300000000000000000e+01 1.900000000000000000e+01 -3.979630054724749965e-04 -1.927566300262677917e-04
1.300000000000000000e+01 2.000000000000000000e+01 -4.387698042638838846e-04 -1.769582182216981533e-04
1.300000000000000000e+01 2.100000000000000000e+01 -4.776939256037322865e-04 -1.539910467557457831e-04
1.300000000000000000e+01 2.200000000000000000e+01 -5.122357981884539078e-04 -1.236399993877149855e-04
1.300000000000000000e+01 2.300000000000000000e+01 -5.396407669184199139e-04 -8.649888979924032217e-05
1.300000000000000000e+01 2.400000000000000000e+01 -5.573228874627153637e-04 -4.406779453717288124e-05
1.300000000000000000e+01 2.500000000000000000e+01 -5.633939858830951369e-04 1.279959282623468683e-06
1.300000000000000000e+01 2.600000000000000000e+01 -5.571672161516431476e-04 4.663496613814977626e-05
1.300000000000000000e+01 2.700000000000000000e+01 -5.393295864710534286e-04 8.909863342825702359e-05
1.300000000000000000e+01 2.800000000000000000e+01 -5.117669940057690582e-04 1.262943524287744174e-04
1.300000000000000000e+01 2.900000000000000000e+01 -4.770615992287349696e-04 1.567194699231867772e-04
1.300000000000000000e+01 3.000000000000000000e+01 -4.379674429497582965e-04 1.797819519848929942e-04
1.300000000000000000e+01 3.100000000000000000e+01 -3.969828897512025535e-04 1.956942107017340012e-04
1.300000000000000000e+01 3.200000000000000000e+01 -3.561114351850450024e-04 2.052074875975651910e-04
1.300000000000000000e+01 3.300000000000000000e+01 -3.167924360426472869e-04 2.093839278342409134e-04
1.300000000000000000e+01 3.400000000000000000e+01 -2.799392765043282136e-04 2.093337003201253734e-04
1.300000000000000000e+01 3.500000000000000000e+01 -2.460371635084944528e-04 2.061557536820609552e-04
1.300000000000000000e+01 3.600000000000000000e+01 -2.152510567232879214e-04 2.007917927727509520e-04
1.300000000000000000e+01 3.700000000000000000e+01 -1.875418864279150642e-04 1.940500875573512082e-04
1.300000000000000000e+01 3.800000000000000000e+01 -1.627098414008772793e-04 1.865417513957802606e-04
1.300000000000000000e+01 3.900000000000000000e+01 -1.405085231244272573e-04 1.787779951276473583e-04
1.300000000000000000e+01 4.000000000000000000e+01 -1.206316013393095689e-04 1.711192661673629567e-04
1.300000000000000000e+01 4.100000000000000000e+01 -1.027897506023599380e-04 1.638505432483389982e-04
1.300000000000000000e+01 4.200000000000000000e+01 -8.667982206932297543e-05 1.571415580075220982e-04
1.300000000000000000e+01 4.300000000000000000e+01 -7.203596533696051156e-05 1.511446321785892910e-04
1.300000000000000000e+01 4.400000000000000000e+01 -5.859724997984668612e-05 1.459365891136585108e-04
1.300000000000000000e+01 4.500000000000000000e+01 -4.613715727942231020e-05 1.415815379801168606e-04
1.300000000000000000e+01 4.600000000000000000e+01 -3.443467364310371769e-05 1.380042145751295580e-04
1.300000000000000000e+01 4.700000000000000000e+01 -2.328257334513375142e-05 1.343420269832045931e-04
1.300000000000000000e+01 4.800000000000000000e+01 -1.234645243734256174e-05 1.467579914912394161e-04
1.300000000000000000e+01 4.900000000000000000e+01 -0.000000000000000000e+00 1.612581301666435297e-04
1.400000000000000000e+01 0.000000000000000000e+00 -0.000000000000000000e+00 -1.586547805889746321e-04
1.400000000000000000e+01 1.000000000000000000e+00 -1.071786088277557438e-05 -1.444537702966837325e-04
1.400000000000000000e+01 2.000000000000000000e+00 -2.022534682022023803e-05 -1.324283979309336741e-04
1.400000000000000000e+01 3.000000000000000000e+00 -2.994582730699089750e-05 -1.363470644706187452e-04
1.400000000000000000e+01 4.000000000000000000e+00 -4.018467902627858484e-05 -1.403266519229646114e-04
1.400000000000000000e+01 5.000000000000000000e+00 -5.114221005942970900e-05 -1.452425346559030090e-04
1.400000000000000000e+01 6.000000000000000000e+00 -6.303770437344346925e-05 -1.512067944588064419e-04
1.400000000000000000e+01 7.000000000000000000e+00 -7.610193673150705438e-05 -1.581995767012726547e-04
1.400000000000000000e+01 8.000000000000000000e+00 -9.061287857936692509e-05 -1.662099285697045880e-04
1.400000000000000000e+01 9.000000000000000000e+00 -1.068677331059723771e-04 -1.751575893000075585e-04
1.400000000000000000e+01 1.000000000000000000e+01 -1.252236933662586585e-04 -1.849640091898378282e-04
1.400000000000000000e+01 1.100000000000000000e+01 -1.460560066061168975e-04 -1.954460859529359024e-04
1.400000000000000000e+01 1.200000000000000000e+01 -1.697987636848648880e-04 -2.063578131868383991e-04
1.400000000000000000e+01 1.300000000000000000e+01 -1.968870428527994074e-04 -2.173065807338117432e-04
1.400000000000000000e+01 1.400000000000000000e+01 -2.277783265421551729e-04 -2.277782140831284899e-04
1.400000000000000000e+01 1.500000000000000000e+01 -2.628618906850720052e-04 -2.370301406319095996e-04
1.400000000000000000e+01 1.600000000000000000e+01 -3.024139254489837964e-04 -2.440915730931307766e-04
1.400000000000000000e+01 1.700000000000000000e+01 -3.464770421126759595e-04 -2.477035044457598454e-04
1.400000000000000000e+01 1.800000000000000000e+01 -3.946991351397278417e-04 -2.463804932257354641e-04
1.400000000000000000e+01 1.900000000000000000e+01 -4.461545670453755368e-04 -2.384076872532061089e-04
1.400000000000000000e+01 2.000000000000000000e+01 -4.991223537309705770e-04 -2.220731831107749556e-04
1.400000000000000000e+01 2.100000000000000000e+01 -5.509574186384430614e-04 -1.959447827068713007e-04
1.400000000000000000e+01 2.200000000000000000e+01 -5.980729248330305271e-04 -1.593117902933395384e-04
1.400000000000000000e+01 2.300000000000000000e+01 -6.362504830788003659e-04 -1.126290747967724493e-04
1.400000000000000000e+01 2.400000000000000000e+01 -6.612791601102536911e-04 -5.789656541703436243e-05
1.400000000000000000e+01 2.500000000000000000e+01 -6.699788590800114484e-04 1.357529661970106882e-06
1.400000000000000000e+01 2.600000000000000000e+01 -6.611335132317352689e-04 6.061698433250427634e-05
1.400000000000000000e+01 2.700000000000000000e+01 -6.359583270158799227e-04 1.153767100407071533e-04
1.400000000000000000e+01 2.800000000000000000e+01 -5.976342017614318797e-04 1.621197386819229862e-04
1.400000000000000000e+01 2.900000000000000000e+01 -5.503651638428526220e-04 1.988347398680322380e-04
1.400000000000000000e+01 3.000000000000000000e+01 -4.983702917385948034e-04 2.250627320249884173e-04
1.400000000000000000e+01 3.100000000000000000e+01 -4.452347797170841653e-04 2.415213138528156649e-04
1.400000000000000000e+01 3.200000000000000000e+01 -3.936045093691144681e-04 2.496486232814163798e-04
1.400000000000000000e+01 3.300000000000000000e+01 -3.451954481730505012e-04 2.511492318252722938e-04
1.400000000000000000e+01 3.400000000000000000e+01 -3.009309448330855022e-04 2.477418764913448881e-04
1.400000000000000000e+01 3.500000000000000000e+01 -2.611601679624409120e-04 2.409195384112106098e-04
1.400000000000000000e+01 3.600000000000000000e+01 -2.258430353831988521e-04 2.319358317090514099e-04
1.400000000000000000e+01 3.700000000000000000e+01 -1.946944957110575188e-04 2.217648165506229613e-04
1.400000000000000000e+01 3.800000000000000000e+01 -1.673262203201310392e-04 2.111513802954429484e-04
1.400000000000000000e+01 3.900000000000000000e+01 -1.432741789141528995e-04 2.006093933893170287e-04
1.400000000000000000e+01 4.000000000000000000e+01 -1.221006819192813368e-04 1.905545790482754799e-04
1.400000000000000000e+01 4.100000000000000000e+01 -1.033654736066741799e-04 1.812163659953412330e-04
1.400000000000000000e+01 4.200000000000000000e+01 -8.668599141519644016e-05 1.727794624754618101e-04
1.400000000000000000e+01 4.300000000000000000e+01 -7.169868775474120930e-05 1.653418339529390420e-04
1.400000000000000000e+01 4.400000000000000000e+01 -5.809704417863222493e-05 1.589754484062841106e-04
1.400000000000000000e+01 4.500000000000000000e+01 -4.559767935419640995e-05 1.537071293628512660e-04
1.400000000000000000e+01 4.600000000000000000e+01 -3.395454477725788514e-05 1.496781339070703948e-04
1.400000000000000000e+01 4.700000000000000000e+01 -2.295396393150298561e-05 1.478623896276773863e-04
1.400000000000000000e+01 4.800000000000000000e+01 -1.253563997108864299e-05 1.580880141229533441e-04
1.400000000000000000e+01 4.900000000000000000e+01 -0.000000000000000000e+00 1.684147988139913306e-04
1.500000000000000000e+01 0.000000000000000000e+00 -0.000000000000000000e+00 -1.641906717734996054e-04
1.500000000000000000e+01 1.000000000000000000e+00 -1.070326096692743897e-05 -1.541889664367866177e-04
1.500000000000000000e+01 2.000000000000000000e+00 -1.960897145540489456e-05 -1.444069741614717581e-04
1.500000000000000000e+01 3.000000000000000000e+00 -2.903564520313515009e-05 -1.464904887149002155e-04
1.500000000000000000e+01 4.000000000000000000e+00 -3.904266214912354609e-05 -1.508768597292496074e-04
1.500000000000000000e+01 5.000000000000000000e+00 -4.983655457480707209e-05 -1.566489830370469010e-04
1.500000000000000000e+01 6.000000000000000000e+00 -6.164660096257966633e-05 -1.637107778892772062e-04
1.500000000000000000e+01 7.000000000000000000e+00 -7.475200856735177580e-05 -1.720910272701963307e-04
1.500000000000000000e+01 8.000000000000000000e+00 -8.946416097726042106e-05 -1.817926669020570804e-04
1.500000000000000000e+01 9.000000000000000000e+00 -1.061585428429534994e-04 -1.928130285421287421e-04
1.500000000000000000e+01 1.000000000000000000e+01 -1.252667868524602124e-04 -2.050842599199292383e-04
1.500000000000000000e+01 1.100000000000000000e+01 -1.472955417406025510e-04 -2.185233078302144250e-04
1.500000000000000000e+01 1.200000000000000000e+01 -1.728201057880917896e-04 -2.328832289825651406e-04
1.500000000000000000e+01 1.300000000000000000e+01 -2.024995093960551499e-04 -2.478434180631890801e-04
1.500000000000000000e+01 1.400000000000000000e+01 -2.370300438765693147e-04 -2.628618281072744606e-04
1.500000000000000000e+01 1.500000000000000000e+01 -2.771349823493802871e-04 -2.771353582368730768e-04
1.500000000000000000e+01 1.600000000000000000e+01 -3.234578958937052266e-04 -2.895106489063034583e-04
1.500000000000000000e+01 1.700000000000000000e+01 -3.764328815023913755e-04 -2.984258334378117692e-04
1.500000000000000000e+01 1.800000000000000000e+01 -4.360635797038107681e-04 -3.018115964068632685e-04
1.500000000000000000e+01 1.900000000000000000e+01 -5.016095675336082992e-04 -2.971798486175105270e-04
1.500000000000000000e+01 2.000000000000000000e+01 -5.711978592781283195e-04 -2.817610698147656779e-04
1.500000000000000000e+01 2.100000000000000000e+01 -6.414484691049803129e-04 -2.529416178578057332e-04
1.500000000000000000e+01 2.200000000000000000e+01 -7.072500981002913245e-04 -2.089330638280722900e-04
1.500000000000000000e+01 2.300000000000000000e+01 -7.620234299843837295e-04 -1.497051250764634862e-04
1.500000000000000000e+01 2.400000000000000000e+01 -7.987120141903984553e-04 -7.779617053838396371e-05
1.500000000000000000e+01 2.500000000000000000e+01 -8.116415224136966020e-04 1.425606161141890899e-06
1.500000000000000000e+01 2.600000000000000000e+01 -7.985767282217243017e-04 8.065549820228130190e-05
1.500000000000000000e+01 2.700000000000000000e+01 -7.617531001462194383e-04 1.525979448985604128e-04
1.500000000000000000e+01 2.800000000000000000e+01 -7.068429226504370153e-04 2.118875156018017181e-04
1.500000000000000000e+01 2.900000000000000000e+01 -6.408991907798713972e-04 2.559833799460238535e-04
1.500000000000000000e+01 3.000000000000000000e+01 -5.705008107847523140e-04 2.849123361106614509e-04
1.500000000000000000e+01 3.100000000000000000e+01 -5.007556367946635213e-04 3.004599930712143364e-04
1.500000000000000000e+01 3.200000000000000000e+01 -4.350463588774318088e-04 3.052468191415988550e-04
1.500000000000000000e+01 3.300000000000000000e+01 -3.752418334072053427e-04 3.020574923702698793e-04
1.500000000000000000e+01 3.400000000000000000e+01 -3.220773315629253761e-04 2.933689805307349626e-04
1.500000000000000000e+01 3.500000000000000000e+01 -2.755517262914713734e-04 2.812436631319476053e-04
1.500000000000000000e+01 3.600000000000000000e+01 -2.352250025509157894e-04 2.672574650241343452e-04
1.500000000000000000e+01 3.700000000000000000e+01 -2.004535541601482843e-04 2.525669026204190211e-04
1.500000000000000000e+01 3.800000000000000000e+01 -1.705090102799498549e-04 2.379620681926848799e-04
1.500000000000000000e+01 3.900000000000000000e+01 -1.446905719802810087e-04 2.240035335284970607e-04
1.500000000000000000e+01 4.000000000000000000e+01 -1.223363128673288485e-04 2.110279714748416763e-04
1.500000000000000000e+01 4.100000000000000000e+01 -1.028655126746161374e-04 1.992652337524238948e-04
1.500000000000000000e+01 4.200000000000000000e+01 -8.576326261659598937e-05 1.888083438594550688e-04
1.500000000000000000e+01 4.300000000000000000e+01 -7.059141298195820364e-05 1.797335794151535063e-04
1.500000000000000000e+01 4.400000000000000000e+01 -5.696583597562256910e-05 1.720375975142033101e-04
1.500000000000000000e+01 4.500000000000000000e+01 -4.456654013356234085e-05 1.657240373814912004e-04
1.500000000000000000e+01 4.600000000000000000e+01 -3.309722635301261219e-05 1.606479299978229823e-04
1.500000000000000000e+01 4.700000000000000000e+01 -2.230023638034460583e-05 1.557609317893738352e-04
1.500000000000000000e+01 4.800000000000000000e+01 -1.179876376487916584e-05 1.697119554227424017e-04
1.500000000000000000e+01 4.900000000000000000e+01 -0.000000000000000000e+00 1.863294101088208156e-04
1.600000000000000000e+01 0.000000000000000000e+00 -0.000000000000000000e+00 -1.800613025228295101e-04
1.600000000000000000e+01 1.000000000000000000e+00 -9.884316334319255743e-06 -1.640627417520886271e-04
1.600000000000000000e+01 2.000000000000000000e+00 -1.868983749739975566e-05 -1.507607821671413852e-04
1.600000000000000000e+01 3.000000000000000000e+00 -2.775974222049481187e-05 -1.557807551643373967e-04
1.600000000000000000e+01 4.000000000000000000e+00 -3.742046328304412042e-05 -1.611275612946365334e-04
1.600000000000000000e+01 5.000000000000000000e+00 -4.790067683330177881e-05 -1.678464734693591292e-04
1.600000000000000000e+01 6.000000000000000000e+00 -5.947431767295657768e-05 -1.761222484513511456e-04
1.600000000000000000e+01 7.000000000000000000e+00 -7.243358010658093853e-05 -1.860171367159534094e-04
1.600000000000000000e+01 8.000000000000000000e+00 -8.715341626706375744e-05 -1.976164628453063116e-04
1.600000000000000000e+01 9.000000000000000000e+00 -1.040591916980800318e-04 -2.109602151752073499e-04
1.600000000000000000e+01 1.000000000000000000e+01 -1.236913824156845058e-04 -2.261010080874868797e-04
1.600000000000000000e+01 1.100000000000000000e+01 -1.466715752729926730e-04 -2.429994048885674796e-04
1.600000000000000000e+01 1.200000000000000000e+01 -1.737773758767248867e-04 -2.615617808422909980e-04
1.600000000000000000e+01 1.300000000000000000e+01 -2.058956769482940714e-04 -2.815165188222892682e-04
1.600000000000000000e+01 1.400000000000000000e+01 -2.440913731880914230e-04 -3.024136870364536270e-04
1.600000000000000000e+01 1.500000000000000000e+01 -2.895105438830676906e-04 -3.234579926490455115e-04
1.600000000000000000e+01 1.600000000000000000e+01 -3.433891702999795643e-04 -3.433894722461418650e-04
1.600000000000000000e+01 1.700000000000000000e+01 -4.068142449437088960e-04 -3.603091882558653869e-04
1.600000000000000000e+01 1.800000000000000000e+01 -4.805314051901079988e-04 -3.715571792569523878e-04
1.600000000000000000e+01 1.900000000000000000e+01 -5.643909983420727569e-04 -3.735419668275236603e-04
1.600000000000000000e+01 2.000000000000000000e+01 -6.567598463004579133e-04 -3.619120846821469693e-04
1.600000000000000000e+01 2.100000000000000000e+01 -7.536087376032647202e-04 -3.319970215290343057e-04
1.600000000000000000e+01 2.200000000000000000e+01 -8.478463856839368006e-04 -2.798867511727429550e-04
1.600000000000000000e+01 2.300000000000000000e+01 -9.290978763362221608e-04 -2.040909908868795801e-04
1.600000000000000000e+01 2.400000000000000000e+01 -9.851551152532844920e-04 -1.075146578463472349e-04
1.600000000000000000e+01 2.500000000000000000e+01 -1.005276947386841112e-03 1.492815630644260538e-06
1.600000000000000000e+01 2.600000000000000000e+01 -9.850303936689949920e-04 1.105054065999814400e-04
1.600000000000000000e+01 2.700000000000000000e+01 -9.288510014823542389e-04 2.071105156119944397e-04
1.600000000000000000e+01 2.800000000000000000e+01 -8.474736535905393921e-04 2.829736480482710273e-04
1.600000000000000000e+01 2.900000000000000000e+01 -7.531065644574975841e-04 3.351768517337169392e-04
1.600000000000000000e+01 3.000000000000000000e+01 -6.561215052988868951e-04 3.652062860101962932e-04
1.600000000000000000e+01 3.100000000000000000e+01 -5.636081014766124338e-04 3.769757657601361701e-04
1.600000000000000000e+01 3.200000000000000000e+01 -4.795975986461515402e-04 3.751624266688745584e-04
1.600000000000000000e+01 3.300000000000000000e+01 -4.057204100896578004e-04 3.641182591397787265e-04
1.600000000000000000e+01 3.400000000000000000e+01 -3.421205894723719672e-04 3.474319836070788575e-04
1.600000000000000000e+01 3.500000000000000000e+01 -2.880537033659582788e-04 3.277718674232201965e-04
1.600000000000000000e+01 3.600000000000000000e+01 -2.424297700105658947e-04 3.070340038403744989e-04
1.600000000000000000e+01 3.700000000000000000e+01 -2.040086058007828992e-04 2.864808088215888959e-04
1.600000000000000000e+01 3.800000000000000000e+01 -1.716428179312768070e-04 2.669143624753102240e-04
1.600000000000000000e+01 3.900000000000000000e+01 -1.442635643333860631e-04 2.487820908019380351e-04
1.600000000000000000e+01 4.000000000000000000e+01 -1.209767895899006938e-04 2.323796383539403513e-04
1.600000000000000000e+01 4.100000000000000000e+01 -1.010034238048876766e-04 2.177894162460740921e-04
1.600000000000000000e+01 4.200000000000000000e+01 -8.370980571145790038e-05 2.050535621681197438e-04
1.600000000000000000e+01 4.300000000000000000e+01 -6.855257640893538344e-05 1.941392605939124623e-04
1.600000000000000000e+01 4.400000000000000000e+01 -5.509673237635587945e-05 1.850003212546799734e-04
1.600000000000000000e+01 4.500000000000000000e+01 -4.295732870919087738e-05 1.775757389854612229e-04
1.600000000000000000e+01 4.600000000000000000e+01 -3.182921553545399636e-05 1.719444376602881298e-04
1.600000000000000000e+01 4.700000000000000000e+01 -2.143816113968108708e-05 1.691608522158108462e-04
1.600000000000000000e+01 4.800000000000000000e+01 -1.168318635049967749e-05 1.803882505032979500e-04
1.600000000000000000e+01 4.900000000000000000e+01 -0.000000000000000000e+00 1.920123263437496623e-04
1.700000000000000000e+01 0.000000000000000000e+00 -0.000000000000000000e+00 -1.839593044421381168e-04
1.700000000000000000e+01 1.000000000000000000e+00 -9.574906859546373529e-06 -1.728788039341863734e-04
1.700000000000000000e+01 2.000000000000000000e+00 -1.757489078115483040e-05 -1.622824000476473278e-04
1.700000000000000000e+01 3.000000000000000000e+00 -2.610628211744401347e-05 -1.652211145005445803e-04
1.700000000000000000e+01 4.000000000000000000e+00 -3.526180093232889577e-05 -1.710177943420565744e-04
1.700000000000000000e+01 5.000000000000000000e+00 -4.527342564958325953e-05 -1.787028374269593583e-04
1.700000000000000000e+01 6.000000000000000000e+00 -5.640968397854540005e-05 -1.882436811625563659e-04
1.700000000000000000e+01 7.000000000000000000e+00 -6.901270005318319717e-05 -1.997701258643035105e-04
1.700000000000000000e+01 8.000000000000000000e+00 -8.347390374635588715e-05 -2.134182784935561737e-04
1.700000000000000000e+01 9.000000000000000000e+00 -1.003040783881524759e-04 -2.293509946907494905e-04
