# i, j, A_i, A_j
2.200000000000000000e+01 3.500000000000000000e+01 -7.520952616045582621e-05 2.612041975642409152e-04
2.200000000000000000e+01 3.600000000000000000e+01 -6.105114385466007230e-05 2.369208050728804872e-04
2.200000000000000000e+01 3.700000000000000000e+01 -4.998804252441557162e-05 2.159844406793322291e-04
2.200000000000000000e+01 3.800000000000000000e+01 -4.121280018866500111e-05 1.979293814201241175e-04
2.200000000000000000e+01 3.900000000000000000e+01 -3.406096983369364187e-05 1.823992079540340651e-04
2.200000000000000000e+01 4.000000000000000000e+01 -2.827151713498822060e-05 1.690355801196025262e-04
2.200000000000000000e+01 4.100000000000000000e+01 -2.340595859932697535e-05 1.575325512026483528e-04
2.200000000000000000e+01 4.200000000000000000e+01 -1.925156133120116192e-05 1.479078531358802109e-04
2.200000000000000000e+01 4.300000000000000000e+01 -1.571159199154650811e-05 1.398002569594515836e-04
2.200000000000000000e+01 4.400000000000000000e+01 -1.253908819481451206e-05 1.330545679792573938e-04
2.200000000000000000e+01 4.500000000000000000e+01 -9.766918145646561952e-06 1.276809798191889164e-04
2.200000000000000000e+01 4.600000000000000000e+01 -7.281765641588364840e-06 1.236197158785585777e-04
2.200000000000000000e+01 4.700000000000000000e+01 -4.859230520111532808e-06 1.217125605777975362e-04
2.200000000000000000e+01 4.800000000000000000e+01 -2.638116557500627831e-06 1.297813289557791573e-04
2.200000000000000000e+01 4.900000000000000000e+01 -0.000000000000000000e+00 1.380914919321069912e-04
2.300000000000000000e+01 0.000000000000000000e+00 -0.000000000000000000e+00 -1.274192612772814478e-04
2.300000000000000000e+01 1.000000000000000000e+00 -1.574478811770013329e-06 -1.196914577567783272e-04
2.300000000000000000e+01 2.000000000000000000e+00 -2.815479274750060774e-06 -1.122449118302483966e-04
2.300000000000000000e+01 3.000000000000000000e+00 -4.211129819082273231e-06 -1.140738068903550455e-04
2.300000000000000000e+01 4.000000000000000000e+00 -5.628608361386367234e-06 -1.178528483182342853e-04
2.300000000000000000e+01 5.000000000000000000e+00 -7.239539676039076412e-06 -1.228965338883538521e-04
2.300000000000000000e+01 6.000000000000000000e+00 -8.992242138124747868e-06 -1.291179538697490199e-04
2.300000000000000000e+01 7.000000000000000000e+00 -1.108984980047249226e-05 -1.366441138360314773e-04
2.300000000000000000e+01 8.000000000000000000e+00 -1.345969225665944726e-05 -1.457561868612739365e-04
2.300000000000000000e+01 9.000000000000000000e+00 -1.624522530604228729e-05 -1.564265965037506733e-04
2.300000000000000000e+01 1.000000000000000000e+01 -1.957285142790358545e-05 -1.689711587560483114e-04
2.300000000000000000e+01 1.100000000000000000e+01 -2.358278892679180685e-05 -1.837130859862220024e-04
2.300000000000000000e+01 1.200000000000000000e+01 -2.851887984123572996e-05 -2.009166898980103413e-04
2.300000000000000000e+01 1.300000000000000000e+01 -3.471280096696300471e-05 -2.209767484859942194e-04
2.300000000000000000e+01 1.400000000000000000e+01 -4.267186007712517326e-05 -2.445925779790181264e-04
2.300000000000000000e+01 1.500000000000000000e+01 -5.284668879922908152e-05 -2.726313832493558204e-04
2.300000000000000000e+01 1.600000000000000000e+01 -6.656192411491797245e-05 -3.060202618236536332e-04
2.300000000000000000e+01 1.700000000000000000e+01 -8.528540281147281056e-05 -3.461613152059557323e-04
2.300000000000000000e+01 1.800000000000000000e+01 -1.118285307911131166e-04 -3.950983691628055534e-04
2.300000000000000000e+01 1.900000000000000000e+01 -1.507500920588443309e-04 -4.549995102457262981e-04
2.300000000000000000e+01 2.000000000000000000e+01 -2.104582241209537394e-04 -5.280524241142124913e-04
2.300000000000000000e+01 2.100000000000000000e+01 -3.064287121633305598e-04 -6.141735503540895341e-04
2.300000000000000000e+01 2.200000000000000000e+01 -4.679012439166999396e-04 -7.024152225351496664e-04
2.300000000000000000e+01 2.300000000000000000e+01 -7.467015344413507720e-04 -7.467444075444089509e-04
2.300000000000000000e+01 2.400000000000000000e+01 -1.211472566491027161e-03 -6.052097728212048160e-04
2.300000000000000000e+01 2.500000000000000000e+01 -1.793651894166482883e-03 1.064141663646798325e-06
2.300000000000000000e+01 2.600000000000000000e+01 -1.211470025912086360e-03 6.074391028624641885e-04
2.300000000000000000e+01 2.700000000000000000e+01 -7.466824056300263440e-04 7.489396769098282183e-04
2.300000000000000000e+01 2.800000000000000000e+01 -4.678929812607732913e-04 7.046334741226574494e-04
2.300000000000000000e+01 2.900000000000000000e+01 -3.063941968143085379e-04 6.165686664127804917e-04
2.300000000000000000e+01 3.000000000000000000e+01 -2.103027453194219500e-04 5.305487039496429788e-04
2.300000000000000000e+01 3.100000000000000000e+01 -1.506476119155302461e-04 4.574912266925698547e-04
2.300000000000000000e+01 3.200000000000000000e+01 -1.116506498905396345e-04 3.977111538550565442e-04
2.300000000000000000e+01 3.300000000000000000e+01 -8.517119631347327795e-05 3.489325689768020197e-04
2.300000000000000000e+01 3.400000000000000000e+01 -6.635972408953550242e-05 3.089193766098422174e-04
2.300000000000000000e+01 3.500000000000000000e+01 -5.261304135093371019e-05 2.757800122261625658e-04
2.300000000000000000e+01 3.600000000000000000e+01 -4.230847783459937804e-05 2.480444410127668857e-04
2.300000000000000000e+01 3.700000000000000000e+01 -3.443366940042132465e-05 2.246198526134429675e-04
2.300000000000000000e+01 3.800000000000000000e+01 -2.819410803519791561e-05 2.048050360352587224e-04
2.300000000000000000e+01 3.900000000000000000e+01 -2.322401033747921104e-05 1.879676976691705206e-04
2.300000000000000000e+01 4.000000000000000000e+01 -1.918410583558573593e-05 1.735828516417373081e-04
2.300000000000000000e+01 4.100000000000000000e+01 -1.577358838847689720e-05 1.614551145933236726e-04
2.300000000000000000e+01 4.200000000000000000e+01 -1.290266783542651967e-05 1.512037033560101351e-04
2.300000000000000000e+01 4.300000000000000000e+01 -1.048988818146021030e-05 1.425969949933410166e-04
2.300000000000000000e+01 4.400000000000000000e+01 -8.501003382306430468e-06 1.355456832317905244e-04
2.300000000000000000e+01 4.500000000000000000e+01 -6.542772801451364559e-06 1.298878501535357570e-04
2.300000000000000000e+01 4.600000000000000000e+01 -4.860051872352283723e-06 1.254806326000933734e-04
2.300000000000000000e+01 4.700000000000000000e+01 -3.218217566290838437e-06 1.213783459009764974e-04
2.300000000000000000e+01 4.800000000000000000e+01 -1.797766370690035971e-06 1.320438493309289744e-04
2.300000000000000000e+01 4.900000000000000000e+01 -0.000000000000000000e+00 1.449007222828831056e-04
2.400000000000000000e+01 0.000000000000000000e+00 -0.000000000000000000e+00 -1.327613509865002109e-04
2.400000000000000000e+01 1.000000000000000000e+00 -6.559436434143168116e-07 -1.209226377786447212e-04
2.400000000000000000e+01 2.000000000000000000e+00 -1.307445035932794570e-06 -1.111740575060672669e-04
2.400000000000000000e+01 3.000000000000000000e+00 -1.981875209419010041e-06 -1.149629724292316086e-04
2.400000000000000000e+01 4.000000000000000000e+00 -2.727115255522197159e-06 -1.189549440313108868e-04
2.400000000000000000e+01 5.000000000000000000e+00 -3.485791071794995533e-06 -1.241340127571254081e-04
2.400000000000000000e+01 6.000000000000000000e+00 -4.385876396150129117e-06 -1.305823908160597081e-04
2.400000000000000000e+01 7.000000000000000000e+00 -5.427799322312346596e-06 -1.383653580829389998e-04
2.400000000000000000e+01 8.000000000000000000e+00 -6.580895721676797115e-06 -1.476940852189384860e-04
2.400000000000000000e+01 9.000000000000000000e+00 -7.922178747538414188e-06 -1.587543717751706447e-04
2.400000000000000000e+01 1.000000000000000000e+01 -9.673312386350050793e-06 -1.718046816924792769e-04
2.400000000000000000e+01 1.100000000000000000e+01 -1.170853881431958149e-05 -1.871383121049197042e-04
2.400000000000000000e+01 1.200000000000000000e+01 -1.422729900662773710e-05 -2.051466950548398727e-04
2.400000000000000000e+01 1.300000000000000000e+01 -1.731079007152977380e-05 -2.264466869870559399e-04
2.400000000000000000e+01 1.400000000000000000e+01 -2.153436905537580576e-05 -2.516687050425021671e-04
2.400000000000000000e+01 1.500000000000000000e+01 -2.690002088510359997e-05 -2.820079873539528548e-04
2.400000000000000000e+01 1.600000000000000000e+01 -3.424260506906156090e-05 -3.190008425162402066e-04
2.400000000000000000e+01 1.700000000000000000e+01 -4.441953429515257783e-05 -3.647459156448332619e-04
2.400000000000000000e+01 1.800000000000000000e+01 -5.933587031564722773e-05 -4.225268837907410029e-04
2.400000000000000000e+01 1.900000000000000000e+01 -8.200612589093800135e-05 -4.978149936875576539e-04
2.400000000000000000e+01 2.000000000000000000e+01 -1.190032307819099792e-04 -5.995033329231555519e-04
2.400000000000000000e+01 2.100000000000000000e+01 -1.846543389184135409e-04 -7.418828421242849337e-04
2.400000000000000000e+01 2.200000000000000000e+01 -3.141854939822052127e-04 -9.446546688961290905e-04
2.400000000000000000e+01 2.300000000000000000e+01 -6.051907633654483518e-04 -1.211481488132380366e-03
2.400000000000000000e+01 2.400000000000000000e+01 -1.361085720998560060e-03 -1.361113466638929920e-03
2.400000000000000000e+01 2.500000000000000000e+01 -3.628737949681742035e-03 1.133767874647931273e-06
2.400000000000000000e+01 2.600000000000000000e+01 -1.361064013687988180e-03 1.363293467395074697e-03
2.400000000000000000e+01 2.700000000000000000e+01 -6.052310429163383632e-04 1.213654755031537934e-03
2.400000000000000000e+01 2.800000000000000000e+01 -3.140936440573748045e-04 9.469082503869323195e-04
2.400000000000000000e+01 2.900000000000000000e+01 -1.846023245046009981e-04 7.442797174358841729e-04
2.400000000000000000e+01 3.000000000000000000e+01 -1.189681499942168118e-04 6.020378940077291026e-04
2.400000000000000000e+01 3.100000000000000000e+01 -8.193265511515510427e-05 5.004027972870357058e-04
2.400000000000000000e+01 3.200000000000000000e+01 -5.922602153895020760e-05 4.251522379193535279e-04
2.400000000000000000e+01 3.300000000000000000e+01 -4.433444570694014542e-05 3.674668764167077564e-04
2.400000000000000000e+01 3.400000000000000000e+01 -3.413359242843507814e-05 3.219513059985377144e-04
2.400000000000000000e+01 3.500000000000000000e+01 -2.677567943396822088e-05 2.852554438191770396e-04
2.400000000000000000e+01 3.600000000000000000e+01 -2.138388484893504436e-05 2.551001770233928727e-04
2.400000000000000000e+01 3.700000000000000000e+01 -1.726039747445347761e-05 2.300988104787336916e-04
2.400000000000000000e+01 3.800000000000000000e+01 -1.403932495351145181e-05 2.091390404830662311e-04
2.400000000000000000e+01 3.900000000000000000e+01 -1.148767365523187863e-05 1.914092101536462448e-04
2.400000000000000000e+01 4.000000000000000000e+01 -9.425753950823402907e-06 1.764860020686048400e-04
2.400000000000000000e+01 4.100000000000000000e+01 -7.714641037998861382e-06 1.638139892028075690e-04
2.400000000000000000e+01 4.200000000000000000e+01 -6.335077211444811035e-06 1.531915533428968978e-04
2.400000000000000000e+01 4.300000000000000000e+01 -5.168904735103839986e-06 1.442019214125716728e-04
2.400000000000000000e+01 4.400000000000000000e+01 -4.111583578521012597e-06 1.370016833592662396e-04
2.400000000000000000e+01 4.500000000000000000e+01 -3.138934767656044109e-06 1.313219313291430631e-04
2.400000000000000000e+01 4.600000000000000000e+01 -2.356883385573772935e-06 1.269442711137191038e-04
2.400000000000000000e+01 4.700000000000000000e+01 -1.597563749851751199e-06 1.247748460794597704e-04
2.400000000000000000e+01 4.800000000000000000e+01 -8.590792289503993351e-07 1.329995465220699957e-04
2.400000000000000000e+01 4.900000000000000000e+01 -0.000000000000000000e+00 1.416870246734870632e-04
2.500000000000000000e+01 0.000000000000000000e+00 -0.000000000000000000e+00 -1.287311485641100814e-04
2.500000000000000000e+01 1.000000000000000000e+00 1.041355578528771648e-07 -1.209989027927111218e-04
2.500000000000000000e+01 2.000000000000000000e+00 1.252580274679117875e-07 -1.135708433962530898e-04
2.500000000000000000e+01 3.000000000000000000e+00 1.910229590468260057e-07 -1.154934771099444481e-04
2.500000000000000000e+01 4.000000000000000000e+00 2.445396224412337526e-07 -1.193567641806102708e-04
2.500000000000000000e+01 5.000000000000000000e+00 3.072492805479814376e-07 -1.245552950289817841e-04
2.500000000000000000e+01 6.000000000000000000e+00 3.582241862498040767e-07 -1.310599621202663710e-04
2.500000000000000000e+01 7.000000000000000000e+00 4.415693230790281032e-07 -1.388391331615581453e-04
2.500000000000000000e+01 8.000000000000000000e+00 5.419677099429472816e-07 -1.482505662865000041e-04
2.500000000000000000e+01 9.000000000000000000e+00 6.052955745791200118e-07 -1.595190131684239270e-04
2.500000000000000000e+01 1.000000000000000000e+01 6.458972730278688540e-07 -1.727575188228294787e-04
2.500000000000000000e+01 1.100000000000000000e+01 7.624246205710895688e-07 -1.882670726064996887e-04
2.500000000000000000e+01 1.200000000000000000e+01 7.454357775195591743e-07 -2.065189411552205336e-04
2.500000000000000000e+01 1.300000000000000000e+01 8.347484211341073615e-07 -2.282838185347422881e-04
2.500000000000000000e+01 1.400000000000000000e+01 8.620542341179759926e-07 -2.541818087925919525e-04
2.500000000000000000e+01 1.500000000000000000e+01 8.286698990804617498e-07 -2.853396192630415756e-04
2.500000000000000000e+01 1.600000000000000000e+01 9.065540641629930146e-07 -3.235397752337026110e-04
2.500000000000000000e+01 1.700000000000000000e+01 9.758488009362856902e-07 -3.712545804525413991e-04
2.500000000000000000e+01 1.800000000000000000e+01 1.061975123770259391e-06 -4.326849607585909769e-04
2.500000000000000000e+01 1.900000000000000000e+01 1.035862673467525044e-06 -5.146668707119890496e-04
2.500000000000000000e+01 2.000000000000000000e+01 1.021260499028085744e-06 -6.307006371416880308e-04
2.500000000000000000e+01 2.100000000000000000e+01 9.995451629562362994e-07 -8.093558135543847676e-04
2.500000000000000000e+01 2.200000000000000000e+01 1.034782006722849423e-06 -1.122951646982184477e-03
2.500000000000000000e+01 2.300000000000000000e+01 1.032203824875583403e-06 -1.793644634560763798e-03
2.500000000000000000e+01 2.400000000000000000e+01 1.089949268752270217e-06 -3.628756959137498499e-03
2.500000000000000000e+01 2.500000000000000000e+01 1.103165106103830284e-06 1.085848974218678320e-06
2.500000000000000000e+01 2.600000000000000000e+01 1.037144027556113901e-06 3.630946009627867860e-03
2.500000000000000000e+01 2.700000000000000000e+01 1.037613785256734367e-06 1.795910046540441594e-03
2.500000000000000000e+01 2.800000000000000000e+01 1.092467196422454434e-06 1.125262192534394814e-03
2.500000000000000000e+01 2.900000000000000000e+01 1.093829223496045611e-06 8.116941604759384844e-04
2.500000000000000000e+01 3.000000000000000000e+01 1.055385023841608205e-06 6.332183733390888726e-04
2.500000000000000000e+01 3.100000000000000000e+01 1.023016160326285090e-06 5.172333551478364589e-04
2.500000000000000000e+01 3.200000000000000000e+01 9.760258873302285476e-07 4.353093632632715031e-04
2.500000000000000000e+01 3.300000000000000000e+01 9.364255731097309576e-07 3.740249980873171492e-04
2.500000000000000000e+01 3.400000000000000000e+01 9.014899504111717476e-07 3.264781428828141419e-04
2.500000000000000000e+01 3.500000000000000000e+01 8.684585843217809686e-07 2.885297198056625996e-04
2.500000000000000000e+01 3.600000000000000000e+01 8.070717047118508569e-07 2.575597229722816290e-04
2.500000000000000000e+01 3.700000000000000000e+01 7.656896649089594414e-07 2.319644125088665600e-04
2.500000000000000000e+01 3.800000000000000000e+01 7.114802999476279449e-07 2.105777598544803213e-04
2.500000000000000000e+01 3.900000000000000000e+01 6.619970904897087144e-07 1.925812686718585695e-04
2.500000000000000000e+01 4.000000000000000000e+01 5.707436607822356442e-07 1.773558842589703253e-04
2.500000000000000000e+01 4.100000000000000000e+01 5.000786748093552503e-07 1.645457913327022645e-04
2.500000000000000000e+01 4.200000000000000000e+01 4.243813842463492990e-07 1.537494396589051565e-04
2.500000000000000000e+01 4.300000000000000000e+01 2.648413673514231868e-07 1.448204886262648150e-04
2.500000000000000000e+01 4.400000000000000000e+01 3.963221683654996608e-07 1.375756531992383203e-04
2.500000000000000000e+01 4.500000000000000000e+01 2.720215360127193477e-07 1.316425503464829967e-04
2.500000000000000000e+01 4.600000000000000000e+01 2.216589622180270558e-07 1.270220036178976663e-04
2.500000000000000000e+01 4.700000000000000000e+01 1.509521569377438206e-07 1.228761500575998710e-04
2.500000000000000000e+01 4.800000000000000000e+01 1.094247448125588518e-07 1.336414130807807256e-04
2.500000000000000000e+01 4.900000000000000000e+01 -0.000000000000000000e+00 1.466188807407839043e-04
2.600000000000000000e+01 0.000000000000000000e+00 -0.000000000000000000e+00 -1.325530798707944566e-04
2.600000000000000000e+01 1.000000000000000000e+00 8.150647175757518579e-07 -1.207973797511768094e-04
2.600000000000000000e+01 2.000000000000000000e+00 1.581256822788957694e-06 -1.110871701048733181e-04
2.600000000000000000e+01 3.000000000000000000e+00 2.402809674256116759e-06 -1.148436908342582866e-04
2.600000000000000000e+01 4.000000000000000000e+00 3.271782591120274246e-06 -1.188387177098097314e-04
2.600000000000000000e+01 5.000000000000000000e+00 4.137401581930935050e-06 -1.240203281933168378e-04
2.600000000000000000e+01 6.000000000000000000e+00 5.198284409080311790e-06 -1.304480707735286614e-04
2.600000000000000000e+01 7.000000000000000000e+00 6.287414442201534354e-06 -1.381816145592458566e-04
2.600000000000000000e+01 8.000000000000000000e+00 7.613169947431192019e-06 -1.475303589674383940e-04
2.600000000000000000e+01 9.000000000000000000e+00 9.084889468143802008e-06 -1.586504422120857231e-04
2.600000000000000000e+01 1.000000000000000000e+01 1.095005713106205619e-05 -1.716475526464873074e-04
2.600000000000000000e+01 1.100000000000000000e+01 1.312294250844744155e-05 -1.870387736004280139e-04
2.600000000000000000e+01 1.200000000000000000e+01 1.572241518111650634e-05 -2.050743712542768549e-04
2.600000000000000000e+01 1.300000000000000000e+01 1.898563720935863772e-05 -2.263300685304575231e-04
2.600000000000000000e+01 1.400000000000000000e+01 2.320399720640432643e-05 -2.516747835645558127e-04
2.600000000000000000e+01 1.500000000000000000e+01 2.868279569961853376e-05 -2.819634875239078377e-04
2.600000000000000000e+01 1.600000000000000000e+01 3.610820701504960720e-05 -3.188536636143843826e-04
2.600000000000000000e+01 1.700000000000000000e+01 4.637201182406910406e-05 -3.645904945852259955e-04
2.600000000000000000e+01 1.800000000000000000e+01 6.130951525279470030e-05 -4.224668699182097635e-04
2.600000000000000000e+01 1.900000000000000000e+01 8.411406852923929145e-05 -4.978557083122998276e-04
2.600000000000000000e+01 2.000000000000000000e+01 1.210879656872564797e-04 -5.995396504336668406e-04
2.600000000000000000e+01 2.100000000000000000e+01 1.867907327168204235e-04 -7.418693206165901700e-04
2.600000000000000000e+01 2.200000000000000000e+01 3.163670634216591074e-04 -9.446220102342097434e-04
2.600000000000000000e+01 2.300000000000000000e+01 6.073634784604601405e-04 -1.211426320870350945e-03
2.600000000000000000e+01 2.400000000000000000e+01 1.363287249895970155e-03 -1.361042505357701674e-03
2.600000000000000000e+01 2.500000000000000000e+01 3.630884062540415142e-03 1.080962633451774957e-06
2.600000000000000000e+01 2.600000000000000000e+01 1.363212883530013839e-03 1.363227916074227601e-03
2.600000000000000000e+01 2.700000000000000000e+01 6.073077375715581552e-04 1.213710078200404274e-03
2.600000000000000000e+01 2.800000000000000000e+01 3.162470219205326324e-04 9.469644658251716307e-04
2.600000000000000000e+01 2.900000000000000000e+01 1.867679714459748869e-04 7.442426352633033267e-04
2.600000000000000000e+01 3.000000000000000000e+01 1.210248877879667971e-04 6.019670809445593421e-04
2.600000000000000000e+01 3.100000000000000000e+01 8.396758931996143281e-05 5.003234381505243262e-04
2.600000000000000000e+01 3.200000000000000000e+01 6.116890532143490558e-05 4.250656473321369738e-04
2.600000000000000000e+01 3.300000000000000000e+01 4.624680791037553973e-05 3.673923404797886996e-04
2.600000000000000000e+01 3.400000000000000000e+01 3.598520935133324092e-05 3.218833390097497645e-04
2.600000000000000000e+01 3.500000000000000000e+01 2.862709856404628377e-05 2.851610255734777187e-04
2.600000000000000000e+01 3.600000000000000000e+01 2.314035343405117587e-05 2.549974081039800512e-04
2.600000000000000000e+01 3.700000000000000000e+01 1.887674952041667933e-05 2.300032190739694686e-04
2.600000000000000000e+01 3.800000000000000000e+01 1.551824564421835483e-05 2.090353479086469804e-04
2.600000000000000000e+01 3.900000000000000000e+01 1.288920189087552296e-05 1.912684735144808525e-04
2.600000000000000000e+01 4.000000000000000000e+01 1.065578737178217959e-05 1.763240836529244866e-04
2.600000000000000000e+01 4.100000000000000000e+01 8.856204165093154758e-06 1.636676269262716827e-04
2.600000000000000000e+01 4.200000000000000000e+01 7.296442672620137310e-06 1.529563160354389657e-04
2.600000000000000000e+01 4.300000000000000000e+01 5.997881307636776342e-06 1.441738621966908232e-04
2.600000000000000000e+01 4.400000000000000000e+01 4.732141683664280174e-06 1.370088635279275357e-04
2.600000000000000000e+01 4.500000000000000000e+01 3.733688252990474254e-06 1.311472681229955905e-04
2.600000000000000000e+01 4.600000000000000000e+01 2.809012448665924562e-06 1.268232017346441283e-04
2.600000000000000000e+01 4.700000000000000000e+01 1.897699258112403933e-06 1.246626118620543157e-04
2.600000000000000000e+01 4.800000000000000000e+01 1.031061629968107627e-06 1.328485943651322519e-04
2.600000000000000000e+01 4.900000000000000000e+01 -0.000000000000000000e+00 1.414681751838619455e-04
2.700000000000000000e+01 0.000000000000000000e+00 -0.000000000000000000e+00 -1.271010191289585777e-04
2.700000000000000000e+01 1.000000000000000000e+00 1.660848983803364762e-06 -1.194176459699221641e-04
2.700000000000000000e+01 2.000000000000000000e+00 3.059937793478925455e-06 -1.119830984395727249e-04
2.700000000000000000e+01 3.000000000000000000e+00 4.615982211367356805e-06 -1.138029513416131315e-04
2.700000000000000000e+01 4.000000000000000000e+00 6.238983006520031939e-06 -1.176221722729354525e-04
2.700000000000000000e+01 5.000000000000000000e+00 7.984273609699021803e-06 -1.226287932110217466e-04
2.700000000000000000e+01 6.000000000000000000e+00 9.938146294790489461e-06 -1.289099492599957717e-04
2.700000000000000000e+01 7.000000000000000000e+00 1.206045529276311571e-05 -1.364242476232072651e-04
2.700000000000000000e+01 8.000000000000000000e+00 1.449216503475307151e-05 -1.454530912605577365e-04
2.700000000000000000e+01 9.000000000000000000e+00 1.744718054816059381e-05 -1.561821259847930628e-04
2.700000000000000000e+01 1.000000000000000000e+01 2.087448172653858652e-05 -1.687194657825258392e-04
2.700000000000000000e+01 1.100000000000000000e+01 2.496595678164431186e-05 -1.834947145564452386e-04
2.700000000000000000e+01 1.200000000000000000e+01 3.003380573231414965e-05 -2.006562464543093375e-04
2.700000000000000000e+01 1.300000000000000000e+01 3.630019628010270043e-05 -2.208022365094544680e-04
2.700000000000000000e+01 1.400000000000000000e+01 4.431316999202851784e-05 -2.444846503023320565e-04
2.700000000000000000e+01 1.500000000000000000e+01 5.468704179959708173e-05 -2.724354094543962948e-04
2.700000000000000000e+01 1.600000000000000000e+01 6.839447444965105795e-05 -3.058505591092520407e-04
2.700000000000000000e+01 1.700000000000000000e+01 8.721978897294441029e-05 -3.460532722147963060e-04
2.700000000000000000e+01 1.800000000000000000e+01 1.138255107556909035e-04 -3.949429040534207895e-04
2.700000000000000000e+01 1.900000000000000000e+01 1.528774334371367071e-04 -4.548884202775272702e-04
2.700000000000000000e+01 2.000000000000000000e+01 2.126406390201710309e-04 -5.280239729541068988e-04
2.700000000000000000e+01 2.100000000000000000e+01 3.086918041323031062e-04 -6.140767158199821399e-04
2.700000000000000000e+01 2.200000000000000000e+01 4.701532850152636243e-04 -7.023789012385447603e-04
2.700000000000000000e+01 2.300000000000000000e+01 7.489686971704754594e-04 -7.467244480864527502e-04
2.700000000000000000e+01 2.400000000000000000e+01 1.213661679835273139e-03 -6.052363750575434978e-04
2.700000000000000000e+01 2.500000000000000000e+01 1.795861147985627817e-03 1.011482608262361665e-06
2.700000000000000000e+01 2.600000000000000000e+01 1.213710216130112294e-03 6.073696846590108736e-04
2.700000000000000000e+01 2.700000000000000000e+01 7.489037858835296754e-04 7.489441849309603876e-04
2.700000000000000000e+01 2.800000000000000000e+01 4.700389939424473237e-04 7.047224264088115461e-04
2.700000000000000000e+01 2.900000000000000000e+01 3.085403635583608764e-04 6.164720263433726491e-04
2.700000000000000000e+01 3.000000000000000000e+01 2.123835218590100146e-04 5.304179912130754185e-04
2.700000000000000000e+01 3.100000000000000000e+01 1.525950149573360951e-04 4.573773726813045674e-04
2.700000000000000000e+01 3.200000000000000000e+01 1.135901147093631037e-04 3.975885818536856100e-04
2.700000000000000000e+01 3.300000000000000000e+01 8.704221452269958297e-05 3.488413021172154845e-04
2.700000000000000000e+01 3.400000000000000000e+01 6.817435330249907444e-05 3.088584335364848860e-04
2.700000000000000000e+01 3.500000000000000000e+01 5.440883583206364803e-05 2.756848638883805346e-04
2.700000000000000000e+01 3.600000000000000000e+01 4.401675009080220809e-05 2.478093739286520245e-04
2.700000000000000000e+01 3.700000000000000000e+01 3.601312707583379218e-05 2.243423047190337390e-04
2.700000000000000000e+01 3.800000000000000000e+01 2.963737857011373468e-05 2.045902122249391650e-04
2.700000000000000000e+01 3.900000000000000000e+01 2.460834225747384613e-05 1.877188103994223943e-04
2.700000000000000000e+01 4.000000000000000000e+01 2.040160222498350103e-05 1.733228865331879571e-04
2.700000000000000000e+01 4.100000000000000000e+01 1.694068764403026950e-05 1.611864466335402222e-04
2.700000000000000000e+01 4.200000000000000000e+01 1.397721685999597611e-05 1.508911168014487780e-04
2.700000000000000000e+01 4.300000000000000000e+01 1.146085741762011435e-05 1.422561876373089579e-04
2.700000000000000000e+01 4.400000000000000000e+01 9.109155579244837281e-06 1.353114601445920182e-04
2.700000000000000000e+01 4.500000000000000000e+01 7.139642215030098191e-06 1.297194211114846411e-04
2.700000000000000000e+01 4.600000000000000000e+01 5.249699690841375024e-06 1.251860146230195960e-04
2.700000000000000000e+01 4.700000000000000000e+01 3.524654194476072294e-06 1.210981992389020541e-04
2.700000000000000000e+01 4.800000000000000000e+01 1.877787615316508802e-06 1.317437138226683216e-04
2.700000000000000000e+01 4.900000000000000000e+01 -0.000000000000000000e+00 1.445567574808476891e-04
2.800000000000000000e+01 0.000000000000000000e+00 -0.000000000000000000e+00 -1.292313819031877271e-04
2.800000000000000000e+01 1.000000000000000000e+00 2.391476397707752491e-06 -1.177374419576978840e-04
2.800000000000000000e+01 2.000000000000000000e+00 4.548343613761140266e-06 -1.081320368773093260e-04
2.800000000000000000e+01 3.000000000000000000e+00 6.691060340308915355e-06 -1.116646456212171801e-04
2.800000000000000000e+01 4.000000000000000000e+00 9.053904886148727953e-06 -1.154704263114780664e-04
2.800000000000000000e+01 5.000000000000000000e+00 1.155370905299224005e-05 -1.203211649050463803e-04
2.800000000000000000e+01 6.000000000000000000e+00 1.438113231317175462e-05 -1.263718890904645675e-04
2.800000000000000000e+01 7.000000000000000000e+00 1.753223084761853503e-05 -1.336275958192832745e-04
2.800000000000000000e+01 8.000000000000000000e+00 2.104321221336764164e-05 -1.421436337120409159e-04
2.800000000000000000e+01 9.000000000000000000e+00 2.525785552419130414e-05 -1.522681255203002081e-04
2.800000000000000000e+01 1.000000000000000000e+01 3.016614453758403175e-05 -1.641287764130035893e-04
2.800000000000000000e+01 1.100000000000000000e+01 3.602221914315341389e-05 -1.778794495946524508e-04
2.800000000000000000e+01 1.200000000000000000e+01 4.323080663278888822e-05 -1.937401317558184663e-04
2.800000000000000000e+01 1.300000000000000000e+01 5.204289506990477775e-05 -2.120507042707431549e-04
2.800000000000000000e+01 1.400000000000000000e+01 6.315618955499537404e-05 -2.332879380450614314e-04
2.800000000000000000e+01 1.500000000000000000e+01 7.730833420254183339e-05 -2.578821830662852976e-04
2.800000000000000000e+01 1.600000000000000000e+01 9.577145417220735840e-05 -2.863209164410370541e-04
2.800000000000000000e+01 1.700000000000000000e+01 1.204118721874810477e-04 -3.191594582791861499e-04
2.800000000000000000e+01 1.800000000000000000e+01 1.539170633533338065e-04 -3.568092254540174667e-04
2.800000000000000000e+01 1.900000000000000000e+01 2.007984296366724548e-04 -3.990405800478197002e-04
