0.000000000000000000e+00 0.000000000000000000e+00 -6.283416099022457119e-04 -6.283371276916491091e-04
0.000000000000000000e+00 1.000000000000000000e+00 -1.318832855436770281e-03 -6.493946822726003650e-04
0.000000000000000000e+00 2.000000000000000000e+00 -2.137516136051465995e-03 -6.741792650047447218e-04
0.000000000000000000e+00 3.000000000000000000e+00 -3.044170196278581618e-03 -6.102688666809551578e-04
0.000000000000000000e+00 4.000000000000000000e+00 -3.916883364927415019e-03 -3.773685680384221766e-04
0.000000000000000000e+00 5.000000000000000000e+00 -4.321808686481421954e-03 3.770008196371846775e-05
0.000000000000000000e+00 6.000000000000000000e+00 -3.843384635524676757e-03 4.585482772099804764e-04
0.000000000000000000e+00 7.000000000000000000e+00 -2.886682414083583618e-03 7.077124632352425806e-04
0.000000000000000000e+00 8.000000000000000000e+00 -1.867537103897716662e-03 7.990549091880130676e-04
0.000000000000000000e+00 9.000000000000000000e+00 -9.005026468177874466e-04 8.122755865271931311e-04
1.000000000000000000e+00 0.000000000000000000e+00 -6.494034539166260774e-04 -1.318828373226173679e-03
1.000000000000000000e+00 1.000000000000000000e+00 -1.403993653766142432e-03 -1.403981945347210561e-03
1.000000000000000000e+00 2.000000000000000000e+00 -2.357559425062221489e-03 -1.536847935425650390e-03
1.000000000000000000e+00 3.000000000000000000e+00 -3.572934062419159083e-03 -1.499952481118929561e-03
1.000000000000000000e+00 4.000000000000000000e+00 -4.909835053919085757e-03 -1.016187813139842345e-03
1.000000000000000000e+00 5.000000000000000000e+00 -5.746524137695386593e-03 7.444944666508759856e-05
1.000000000000000000e+00 6.000000000000000000e+00 -4.840031118968083496e-03 1.176111413408899645e-03
1.000000000000000000e+00 7.000000000000000000e+00 -3.420014500306126255e-03 1.695636229048722628e-03
1.000000000000000000e+00 8.000000000000000000e+00 -2.094726788413289829e-03 1.792144792820911207e-03
1.000000000000000000e+00 9.000000000000000000e+00 -9.831612784362200180e-04 1.779310043607122346e-03
2.000000000000000000e+00 0.000000000000000000e+00 -6.741943499368851633e-04 -2.137517527390681710e-03
2.000000000000000000e+00 1.000000000000000000e+00 -1.536876220115159777e-03 -2.357550653418195776e-03
2.000000000000000000e+00 2.000000000000000000e+00 -2.843149574340030072e-03 -2.843119673657761373e-03
2.000000000000000000e+00 3.000000000000000000e+00 -4.933396567692524548e-03 -3.162544495537819318e-03
2.000000000000000000e+00 4.000000000000000000e+00 -8.070431952148418575e-03 -2.550958643314649686e-03
2.000000000000000000e+00 5.000000000000000000e+00 -1.115721990302727742e-02 1.075040169147209457e-04
2.000000000000000000e+00 6.000000000000000000e+00 -8.009714788324420742e-03 2.785057914599240597e-03
2.000000000000000000e+00 7.000000000000000000e+00 -4.798707879954815757e-03 3.453016793790036031e-03
2.000000000000000000e+00 8.000000000000000000e+00 -2.602564882962521593e-03 3.235908131057919739e-03
2.000000000000000000e+00 9.000000000000000000e+00 -1.132883352022738110e-03 3.035406606481332644e-03
3.000000000000000000e+00 0.000000000000000000e+00 -6.102908561795176772e-04 -3.044192113582722906e-03
3.000000000000000000e+00 1.000000000000000000e+00 -1.499989429947805406e-03 -3.572937169750355253e-03
3.000000000000000000e+00 2.000000000000000000e+00 -3.162596194180255799e-03 -4.933368283003014727e-03
3.000000000000000000e+00 3.000000000000000000e+00 -6.727285762979135116e-03 -6.727234858927318498e-03
3.000000000000000000e+00 4.000000000000000000e+00 -1.464676906688934521e-02 -7.240011148474595655e-03
3.000000000000000000e+00 5.000000000000000000e+00 -2.906516865851135889e-02 1.351666104890854314e-04
3.000000000000000000e+00 6.000000000000000000e+00 -1.460222754622188257e-02 7.534623436481361312e-03
3.000000000000000000e+00 7.000000000000000000e+00 -6.625738559537120570e-03 7.102786134410622211e-03
3.000000000000000000e+00 8.000000000000000000e+00 -2.974855053704073514e-03 5.457969320752988421e-03
3.000000000000000000e+00 9.000000000000000000e+00 -1.164195185761568050e-03 4.718673105486689313e-03
4.000000000000000000e+00 0.000000000000000000e+00 -3.773893506394698262e-04 -3.916914674927256951e-03
4.000000000000000000e+00 1.000000000000000000e+00 -1.016230474934544294e-03 -4.909855991418934223e-03
4.000000000000000000e+00 2.000000000000000000e+00 -2.551012095995691502e-03 -8.070416006689090649e-03
4.000000000000000000e+00 3.000000000000000000e+00 -7.240078730659870766e-03 -1.464671736824690873e-02
4.000000000000000000e+00 4.000000000000000000e+00 -2.488890650081675149e-02 -2.488884153884687173e-02
4.000000000000000000e+00 5.000000000000000000e+00 -1.047358002291378515e-01 1.520455375821835875e-04
4.000000000000000000e+00 6.000000000000000000e+00 -2.486742531699023817e-02 2.522448801357347892e-02
4.000000000000000000e+00 7.000000000000000000e+00 -7.189821192614929100e-03 1.508038928630784509e-02
4.000000000000000000e+00 8.000000000000000000e+00 -2.453008861005303090e-03 8.697451504833472041e-03
4.000000000000000000e+00 9.000000000000000000e+00 -8.284487675784607194e-04 6.656726342366343571e-03
5.000000000000000000e+00 0.000000000000000000e+00 3.768337545028387081e-05 -4.321874362172871409e-03
5.000000000000000000e+00 1.000000000000000000e+00 7.441931272841179057e-05 -5.746559915106577363e-03
5.000000000000000000e+00 2.000000000000000000e+00 1.074567062360424347e-04 -1.115721653872834077e-02
5.000000000000000000e+00 3.000000000000000000e+00 1.351120531898810512e-04 -2.906512926374837588e-02
5.000000000000000000e+00 4.000000000000000000e+00 1.519780899672668051e-04 -1.047357326469525868e-01
5.000000000000000000e+00 5.000000000000000000e+00 1.565829478012911724e-04 1.566477943155952790e-04
5.000000000000000000e+00 6.000000000000000000e+00 1.453955737929397973e-04 1.050806024730042837e-01
5.000000000000000000e+00 7.000000000000000000e+00 1.214702656026304256e-04 2.951720259039555816e-02
5.000000000000000000e+00 8.000000000000000000e+00 8.625294217901036120e-05 1.181934174578945680e-02
5.000000000000000000e+00 9.000000000000000000e+00 4.485590624833885390e-05 7.967793292340374922e-03
6.000000000000000000e+00 0.000000000000000000e+00 4.585438269808274087e-04 -3.843442800371001545e-03
6.000000000000000000e+00 1.000000000000000000e+00 1.176100114823443090e-03 -4.840082660633175660e-03
6.000000000000000000e+00 2.000000000000000000e+00 2.785039275966793258e-03 -8.009723266227621388e-03
6.000000000000000000e+00 3.000000000000000000e+00 7.534592182218608804e-03 -1.460219598451568609e-02
6.000000000000000000e+00 4.000000000000000000e+00 2.522444887612718817e-02 -2.486737064423546334e-02
6.000000000000000000e+00 5.000000000000000000e+00 1.050805510742798127e-01 1.454630214078565797e-04
6.000000000000000000e+00 6.000000000000000000e+00 2.518932469109622097e-02 2.518937533137481644e-02
6.000000000000000000e+00 7.000000000000000000e+00 7.456224728844134363e-03 1.502124665469391565e-02
6.000000000000000000e+00 8.000000000000000000e+00 2.642510966505514335e-03 8.620837145479180036e-03
6.000000000000000000e+00 9.000000000000000000e+00 9.260689466892072213e-04 6.573932270505000557e-03
7.000000000000000000e+00 0.000000000000000000e+00 7.077230370366395431e-04 -2.886761786487640480e-03
7.000000000000000000e+00 1.000000000000000000e+00 1.695651951287837408e-03 -3.420064466120611296e-03
7.000000000000000000e+00 2.000000000000000000e+00 3.453033669846592140e-03 -4.798724471333175486e-03
7.000000000000000000e+00 3.000000000000000000e+00 7.102794833871457943e-03 -6.625719663587981839e-03
7.000000000000000000e+00 4.000000000000000000e+00 1.508038614842450650e-02 -7.189773754891382908e-03
7.000000000000000000e+00 5.000000000000000000e+00 2.951718683919104039e-02 1.215236092846263410e-04
7.000000000000000000e+00 6.000000000000000000e+00 1.502121862824302295e-02 7.456276127568615790e-03
7.000000000000000000e+00 7.000000000000000000e+00 6.970359209364178528e-03 6.970388865804854131e-03
7.000000000000000000e+00 8.000000000000000000e+00 3.215616146580851323e-03 5.289185963634529877e-03
7.000000000000000000e+00 9.000000000000000000e+00 1.287562053692442978e-03 4.534909252707759394e-03
8.000000000000000000e+00 0.000000000000000000e+00 7.990786282020144373e-04 -1.867584971868605816e-03
8.000000000000000000e+00 1.000000000000000000e+00 1.792190175859005672e-03 -2.094772027823222846e-03
8.000000000000000000e+00 2.000000000000000000e+00 3.235958185025181524e-03 -2.602580383644001287e-03
8.000000000000000000e+00 3.000000000000000000e+00 5.458020877657870917e-03 -2.974843505937770863e-03
8.000000000000000000e+00 4.000000000000000000e+00 8.697487236307503353e-03 -2.452978638915881762e-03
8.000000000000000000e+00 5.000000000000000000e+00 1.181936262974679977e-02 8.629550122637216075e-05
8.000000000000000000e+00 6.000000000000000000e+00 8.620840265885457154e-03 2.642547701547957179e-03
8.000000000000000000e+00 7.000000000000000000e+00 5.289177294737805284e-03 3.215644173031745757e-03
8.000000000000000000e+00 8.000000000000000000e+00 2.938028404615262816e-03 2.938039989807445136e-03
8.000000000000000000e+00 9.000000000000000000e+00 1.301139006205605242e-03 2.717824084728183865e-03
9.000000000000000000e+00 0.000000000000000000e+00 8.123116945291685743e-04 -9.005386911736577935e-04
9.000000000000000000e+00 1.000000000000000000e+00 1.779357975224116597e-03 -9.831849092974442091e-04
9.000000000000000000e+00 2.000000000000000000e+00 3.035485931580725848e-03 -1.132893769534309807e-03
9.000000000000000000e+00 3.000000000000000000e+00 4.718731203443499340e-03 -1.164190612305660445e-03
9.000000000000000000e+00 4.000000000000000000e+00 6.656791718844946686e-03 -8.284320028024540553e-04
9.000000000000000000e+00 5.000000000000000000e+00 7.967824475670355622e-03 4.487663886258057636e-05
9.000000000000000000e+00 6.000000000000000000e+00 6.573953994117363517e-03 9.260907925596208699e-04
9.000000000000000000e+00 7.000000000000000000e+00 4.534910657693682137e-03 1.287577004534660010e-03
9.000000000000000000e+00 8.000000000000000000e+00 2.717819657123192022e-03 1.301147675102330053e-03
9.000000000000000000e+00 9.000000000000000000e+00 1.261126028283452404e-03 1.261130455888444246e-03
